id,idml_label,story_file,story_self,paragraph_index,slot_id,applied_paragraph_style,text,text_sha256,content_count,br_count,footnote_count,editable_candidate
1,template_v2,Stories/Story_u1076.xml,u1076,1,u1076_P0001,$ID/NormalParagraphStyle,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,1,0,0
2,template_v2,Stories/Story_u1092.xml,u1092,1,u1092_P0001,$ID/NormalParagraphStyle,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,1,0,0
3,template_v2,Stories/Story_u10a9.xml,u10a9,1,u10a9_P0001,01-01 章 第◯章,第２章,3d33e9720dfc19e125b752ba9b0bb5a1263b0be3b1f63d1023e988fcb85d56f1,1,0,0,1
4,template_v2,Stories/Story_u10a9.xml,u10a9,2,u10a9_P0002,01-01 章 タイトル,クロージングまでのミツカネ電子とジェイン,7d19d2847156f3fdbd4819a4c259ee2e670deb6198432fc9d4532a94d1710158,1,0,0,1
5,template_v2,Stories/Story_u10a9.xml,u10a9,3,u10a9_P0003,01-02 節 見出し,１．　会食の翌日,9ac0fa489e475bf70382fe46e398310d34f3c1338acc01ecf84c99e2853976f8,1,0,0,1
6,template_v2,Stories/Story_u10a9.xml,u10a9,4,u10a9_P0004,01-04 ■小見出し,林さん登場,bb47651e2bff923909452def7a64caa177f602c3ee2b72bb6c469c6dbe5f8271,1,0,0,1
7,template_v2,Stories/Story_u10a9.xml,u10a9,5,u10a9_P0005,01 本文,翌日朝８時。ジェインの米倉が、林を連れて来社した。西郷が一人で対応する。,38c5cedc881afd1a37c3b709893fa437b3425296dd0093cbb780cba3029739e2,1,0,0,1
8,template_v2,Stories/Story_u10a9.xml,u10a9,6,u10a9_P0006,01 本文,「昨日は、ありがとうございました。今朝は、朝早くから、時間をとってもらって、恐縮です。お忙しいと思いますので、すぐに用件に入ります。まず、こちらが林です」米倉は、手短に林を西郷に紹介する。,c0e9cef2cb86b2806dd5d03e8462f4e704be8c8e379d562a502421edd67dcd75,1,0,0,1
9,template_v2,Stories/Story_u10a9.xml,u10a9,7,u10a9_P0007,01 本文,まだ３０歳くらいか。見た目、若い。利発そうで、爽やかな印象の青年だ。,9125e56e30eff8d72b3c93e9bf44e94d0bb70285bca4da4f103764a674c53794,1,0,0,1
10,template_v2,Stories/Story_u10a9.xml,u10a9,8,u10a9_P0008,01 本文,「林さんの席は、経営企画に準備しました。最初は、わからないことが多いと思いますので、小杉という若手をつけます。なんでも小杉に聞いてください」,ec2c9263649630d157e12652b22d3c1306a4fed1dd7633b86ea9597ad3d7f6b3,1,0,0,1
11,template_v2,Stories/Story_u10a9.xml,u10a9,9,u10a9_P0009,01 本文,（来たばかりの林さんを一人にしておくわけにはいかない）と思い、西郷は、寺田社長と別れた後、夜中に、各所にメールを出して、手配を済ませておいた。,245dd78927efd139a79fa68631c17f35f75a756353c9808448c2f4f52bc92a7a,1,0,0,1
12,template_v2,Stories/Story_u10a9.xml,u10a9,10,u10a9_P0010,01 本文,林の紹介が終わると、米倉は、「クロージングまでの間に、やりたいことがありまして・・・」とやおら話を切り出す。,d6c6bf4f6db1fafacb8dc27f93bf6e1fa13e959c8cc091710a6d28c1b13d63e0,1,0,0,1
13,template_v2,Stories/Story_u10a9.xml,u10a9,11,u10a9_P0011,01-04 ■小見出し,セカンドデューデリジェンス,8bbda6b9cab1931659795aea2699b75722b03778847afb1114c251fe50cc9cb6,1,0,0,1
14,template_v2,Stories/Story_u10a9.xml,u10a9,12,u10a9_P0012,01 本文,（あれっ？昨日は、『1 on 1の打ち合わせ』って、言ってなかったっけ？）と思いながら、「はい、何でしょうか」と応じる西郷。,7117357c60021303685c129186d902703ad3853fa1fb36fecef8a293b1c290db,1,0,0,1
15,template_v2,Stories/Story_u10a9.xml,u10a9,13,u10a9_P0013,01 本文,「セカンドデューデリジェンスを実施したいと考えています」セカンドデューデリジェンスとは、企業買収や投資の際に行われる調査や分析を再実施するプロセスのこと。,cb0e11a8e916a4d122a4fca04324c10af749a63d76841d9e232e55a2a4c87395,2,0,1,1
16,template_v2,Stories/Story_u10a9.xml,u10a9,14,u10a9_P0014,01 本文,「セカンドデューデリジェンス？」,31c2b4aead0c165a67b0f816bc837911103616d1fe67e43882fe4594ef4d60c4,1,0,0,1
17,template_v2,Stories/Story_u10a9.xml,u10a9,15,u10a9_P0015,01 本文,「ディールの一環で実施したデューデリジェンスは、期間限定でしたから、限界があります。ミツカネ工業さんとしても、詳細情報までつまびらかに出したくなかったでしょうから、依頼した情報の全てを出してもらったわけではありません。こちらからすると、ディールの意思決定に最低限必要な情報しか出してもらっていません」,38e29ad7a90645684143674b108b97bcfb66f7d43bb17d702c441dbd9395a3a4,1,0,0,1
18,template_v2,Stories/Story_u10a9.xml,u10a9,16,u10a9_P0016,01 本文,（そんなことを私に言われても・・・）怪訝な表情になる西郷。,1869c56d964c72a495badbbe99da6de70231c5f9decd70de8f76e7356bbe4289,1,0,0,1
19,template_v2,Stories/Story_u10a9.xml,u10a9,17,u10a9_P0017,01 本文,「いえいえ、これは電子さんのせいではありませんし、それについてどうのこうの言っているわけではありません。ミツカネ工業さんとは、契約を締結しました。ですから、デューデリジェンスにおいて提出してもらえなかったこれらの資料や情報を、このタイミングになったので、出してもらえればということです。言ってみたら、『再度、デューデリジェンスをやりましょう』ということです。ですから『セカンドデューデリジェンス』です」と言い、米倉は、ホチキスで留められているA４で２０枚くらいの書類を西郷に渡す。,43ee2eff93330681f62e77b36222282f1768bab61437a497db35d3eb0de66fe0,1,0,0,1
20,template_v2,Stories/Story_u10a9.xml,u10a9,18,u10a9_P0018,01 本文,書類を上から目でざっと確認している西郷に、「クロージング後でないと出せないものがありましたら、それでも大丈夫です。この時点で出せる情報だけでも出してもらえれば・・・」と米倉は、付け足す。,5d025c1672e1058bcc3ae1e329e39a8dc4401fa184624e9648de587b98a6c258,1,0,0,1
21,template_v2,Stories/Story_u10a9.xml,u10a9,19,u10a9_P0019,01 本文,（こんなにたくさんあるのか。デューデリジェンスでは、プロジェクトチームを作って、要求された資料をマシーンのように準備して、どんどんFAに渡していったけど、まだこんなに残っていたのか・・・追加質問の数を制限したことが原因かなぁ）西郷は、何カ月か前のデューデリジェンスのことを思い出す。FA（Financial Advisor）とは、M&Aの計画から交渉、スキーム立案・クロージングまでの幅広い範囲でアドバイスを行い、M&A実行の支援を行うプロフェッショナルのこと。,8e63bdb71e3b4db99200be663e94017889890ca6ce5ff64d323e7d93a622e838,2,0,1,1
22,template_v2,Stories/Story_u10a9.xml,u10a9,20,u10a9_P0020,01 本文,書類を数枚めくった西郷は、（あれっ？）と思う。（見たことがある質問だ。これらへの回答は、ちゃんと渡したはずだ。大手町が内容をチェックしていたから、大手町がジェインに渡さなかったということか・・・）,8c253824b343f3bc4a7df0fe477b4b7c9fe11ca76fcbb373fefb5ad2b5bf6e26,1,0,0,1
23,template_v2,Stories/Story_u10a9.xml,u10a9,21,u10a9_P0021,01 本文,西郷は、表情を変えず、書類から目をあげ、米倉をみる。,582fae2ba5ddb30fc303aa19289313e6e7dad4b0a96163e060ab686f57437dc9,1,0,0,1
24,template_v2,Stories/Story_u10a9.xml,u10a9,22,u10a9_P0022,01 本文,「準備ができた資料については、できた順でいいので、林に渡してください」西郷にこう伝えながら、米倉は林のほうをみる。,1b783cac96af8023b059db2998b5acc6265bddab8b9af8f37d4759fd4db405d4,1,0,0,1
25,template_v2,Stories/Story_u10a9.xml,u10a9,23,u10a9_P0023,01 本文,林が大きくうなずいている。,7e19ea110803f19f33652a628fdeb4a9bad49db3de8cdc42f905a906ef4bb01f,1,0,0,1
26,template_v2,Stories/Story_u10a9.xml,u10a9,24,u10a9_P0024,01 本文,「頂戴した内容が十分でない場合や、さらなる資料が必要な場合は、林から別途依頼させてもらいます。デューデリジェンスのときと同様です」,bd31800ff004501b3671c71eb2c6b9afd01ee0c4255a7e601fcce1ed613774b5,1,0,0,1
27,template_v2,Stories/Story_u10a9.xml,u10a9,25,u10a9_P0025,01 本文,「承知しました」と応えながら、西郷は、（林さんの仕事ができた）と思う。,d2b03e47880e34a324ac1dc802c5cdece52345eefb964e4ccd1eb5f20dc89a97,1,0,0,1
28,template_v2,Stories/Story_u10a9.xml,u10a9,26,u10a9_P0026,01-04 ■小見出し,TSAと事業運営の独り立ち,14b149631dec608e606e2ca8b35dc06fd8b577aff0905243e33a7822ffcccc49,1,0,0,1
29,template_v2,Stories/Story_u10a9.xml,u10a9,27,u10a9_P0027,01 本文,「それから、もう一つ、あります。電子さんの喫緊の課題の一つは、独り立ちして事業運営できる体制を一刻も早く構築することです。そのために何が必要かについて、これも林がリストにしてくれていますので、過不足があればそれを修正して、各項目について、誰がどういう時間軸で、何を担当するかを整理してもらえますか。要は、実行計画に落とすということです」と言い、米倉は、別のA４の書類を西郷に渡す。,ff21a74815799af77a560e80082586e6695864101703a041afca99b79763690b,1,0,0,1
30,template_v2,Stories/Story_u10a9.xml,u10a9,28,u10a9_P0028,01 本文,西郷は、渡されたリストをざっと見て、（内容としては、ほぼ想定どおりだ。しかしこれを実行計画にまで落とすとなると、各部署との調整が大変だ）と思いながら、何度か浅くうなずく。,1ad3ce819a421e4ee064d360518c93b5e7b0910492bccfde9cc33a7a567ee702,1,0,0,1
31,template_v2,Stories/Story_u10a9.xml,u10a9,29,u10a9_P0029,01 本文,クロージング後の一定期間、ミツカネグループの資産やシステムを継続して使用することについて、TSAを交わし、大手町とジェイン、それからミツカネ電子の間で認識を合わせていた。ITについては、大掛かりな移行になり、大手町の協力が欠かせない。そのため、別途、プロジェクトが走っている。社名・ブランドについては、『皆さんの会社の名前ですから、皆さんにお任せします』とジェインから言われており、すでに水面下で検討が開始されている。この書類にある大半の項目は、それ以外のコーポレート部門の業務だ。各部署で準備を始めてもらっているが、これは、結構、大変な作業量になっている。IT（Information Technology）とは、インターネットやスマートフォン、パソコンなどを使って「情報の収集・保存・活用」する技術のこと。,c56d6af38a19f687b914194f3a9d74a19a5bbe202f58179ef8dbf28c5b9bbd23,2,0,1,1
32,template_v2,Stories/Story_u10a9.xml,u10a9,30,u10a9_P0030,01 本文,「移行期間中は、ミツカネ工業さんにフィーを払いますので、できるだけ早く移行を終わらせましょう」,bf47b5ad9c47dcec1bfa077984d214030d77617f979c86b2c9eb79cbe7878ea8,1,0,0,1
33,template_v2,Stories/Story_u10a9.xml,u10a9,31,u10a9_P0031,01 本文,（こういう発言は、数字を追いかける投資ファンドらしい）と思いながら、西郷は大きくうなずく。,f83c65800ce9d409ced0f648469883305bb14cf155c6e20341a0c890f5b78763,1,0,0,1
34,template_v2,Stories/Story_u10a9.xml,u10a9,32,u10a9_P0032,01 本文,「このとりまとめも、林にやってもらいますが、いいですね？」と米倉が確認する。,0835605a4a7b69d7a516f46db8b1556ae59becb5370fc3b777d630a5c0125809,1,0,0,1
35,template_v2,Stories/Story_u10a9.xml,u10a9,33,u10a9_P0033,01 本文,（皆、手一杯の状況だから、これを林さんがやってくれるのであれば有難い）と思うものの、（社内のことを知らない林さんに、本当にできるかなぁ・・・）と心配でもある。,946f52a7e0d2fbab98494c3d772a7ba5216adc9bbe691a7cf6fef823e3669eb7,1,0,0,1
36,template_v2,Stories/Story_u10a9.xml,u10a9,34,u10a9_P0034,01 本文,林の顔を見ると、爽やかに、微笑みながら、うなずいている。,8e8d25534415d6ed19707f4c5c73f1f40b386189c91332ec6da0c39bd1196f78,1,0,0,1
37,template_v2,Stories/Story_u10a9.xml,u10a9,35,u10a9_P0035,01 本文,（きっと、米倉さんとの間では、話ができているのだろう。小杉もつけたし、林さんに異存がなければ、そうしてもらおう）,1b372d8af29c9fa5956a4df094b80d13f5f207eed685e42c1e22d90983c28805,1,0,0,1
38,template_v2,Stories/Story_u10a9.xml,u10a9,36,u10a9_P0036,01 本文,再度、大きくうなずく西郷に、「全てクリアですね？」と米倉が再度確認する。,a37670c52081c238eeb6d54055ca436bad91c41bff6efd6426ad431b2b235510,1,0,0,1
39,template_v2,Stories/Story_u10a9.xml,u10a9,37,u10a9_P0037,01-04 ■小見出し,これまであきらめていた投資,369feeef6693af949a5c1bacaccb4c945365ea46bacfbb3794a25d491bf4a93d,1,0,0,1
40,template_v2,Stories/Story_u10a9.xml,u10a9,38,u10a9_P0038,01 本文,「それから、もう一つお願いがあります。これまでに『あきらめた投資』についても、まとめておいてもらえますか？」,08e11ccffe074a2e80d0a9b6cffb9696beb3f799864425c46d1655e90db0e3a0,1,0,0,1
41,template_v2,Stories/Story_u10a9.xml,u10a9,39,u10a9_P0039,01 本文,「えっ？あきらめた投資？」,058d04968e319aa9ee0bfed59033cf144140e27971fda72a7e321c11266d36e8,1,0,0,1
42,template_v2,Stories/Story_u10a9.xml,u10a9,40,u10a9_P0040,01 本文,「実施したかったけれども、ミツカネ工業から見送りとされた投資とか、出しても認めてもらえないだろうと最初からあきらめた投資です」,83afb7ffb360ddddb9e6adc7d67029e336f217b6cad805bb0eaf4b4a399d3237,1,0,0,1
43,template_v2,Stories/Story_u10a9.xml,u10a9,41,u10a9_P0041,01 本文,「それは、たくさんあります！」つい声のトーンが高くなる西郷。,e41e85a2597ca64935f599ee3c7704c3d9e9434db7f4701be42fb815cd1c2511,1,0,0,1
44,template_v2,Stories/Story_u10a9.xml,u10a9,42,u10a9_P0042,01 本文,「そうだと思っていました。たとえば直近３年くらいの間で、具体的にどういう投資の構想があったかをまとめてもらいたいのです。それから、ミツカネ電子さんの強みについても、分析したものがありましたら、まとめておいてください」,e955f3cd4bc65afc63933c38675882c6ceb5cf648aaa6540cd5f55f357316801,1,0,0,1
45,template_v2,Stories/Story_u10a9.xml,u10a9,43,u10a9_P0043,01 本文,いくつ宿題が出たか、心の中で指を折って数えながら、大きくうなずく西郷。,20148679142e20602c86883d04a40650e8b78c680521a7263cdd71438ac0df2a,1,0,0,1
46,template_v2,Stories/Story_u10a9.xml,u10a9,44,u10a9_P0044,01 本文,「今日、お願いした件について、何か疑問点がありましたら、詳細は、林がわかっていますので、林に何でも聞いてください。では、あとはよろしく！」と言いながら、米倉は、帰り支度を始めている。,5967a7619b357632ab4697bbf5048fd856421b280810e7933fd5756e079c4d84,1,0,0,1
47,template_v2,Stories/Story_u10a9.xml,u10a9,45,u10a9_P0045,01 本文,席を立とうとする米倉に、西郷が「あのぉ、今日は、1 on 1面談の打ち合わせだったんじゃなかったんでしたっけ？」と念のため確認する。,44628bb6777594c3aa2031be76fc047e610f5bcf4a10a8eb080ad1b452129199,1,0,0,1
48,template_v2,Stories/Story_u10a9.xml,u10a9,46,u10a9_P0046,01 本文,「あっ、それは、進めておいてください。対象者リストができたら、メールで送ってください」,4d6fc9333ad1793982c4970e28208a976d1eb791266703d591e23c5475b0f0a8,1,0,0,1
49,template_v2,Stories/Story_u10a9.xml,u10a9,47,u10a9_P0047,01 本文,「・・・あっ、はい・・・」（なんだ・・・夕べはそう言っていたが、それは、ここへ来るための口実だったのか・・・）,b15241d053830e903b51a44de92e6cf5f29a3f50e8e30ae921b1b5d66cf83967,1,0,0,1
50,template_v2,Stories/Story_u10a9.xml,u10a9,48,u10a9_P0048,01 本文,「では、私はこれで失礼します。お邪魔しました。林さんのことも、よろしくお願いします」,bb2f44f4f4e9e8e57bab10942d851d53ec1337d410c43c739bdf78ffd774ade8,1,0,0,1
51,template_v2,Stories/Story_u10a9.xml,u10a9,49,u10a9_P0049,01-02 節 見出し,２．　ジェイン始動の環境整備,bb39af540c2efe9905d31eac54ec1c5df13b49106f280018b4009a3ca78fce0f,1,0,0,1
52,template_v2,Stories/Story_u10a9.xml,u10a9,50,u10a9_P0050,01-04 ■小見出し,米倉の1 on 1面談,ba0c5df6900ae8e0c27a76bff29c02d1b7ad73c09589880990ff53af9207d624,1,0,0,1
53,template_v2,Stories/Story_u10a9.xml,u10a9,51,u10a9_P0051,01 本文,それから数日経ったある日のお昼前。,3808ffd3aeeaccde8f265f065d84b10670dd49bc021a1d4c5129da266729d1ca,1,0,0,1
54,template_v2,Stories/Story_u10a9.xml,u10a9,52,u10a9_P0052,01 本文,「西郷さん、今日は、午後、外出なんだけど、その前に、米倉さんの1 on 1面談の件で、ちょっと話できる？申し訳ないけど、弁当を食べながらでいい？」と寺田社長が西郷を呼び止める。,6f0066df8f123c896e76197ff4255b414ce2c20d02863b98928287610f2f41a4,1,0,0,1
55,template_v2,Stories/Story_u10a9.xml,u10a9,53,u10a9_P0053,01 本文,「わかりました。コンビニで何か買ってきます。社長の分も買ってきますが、何がいいですか？」,a006bb4524b99459782eaf2d6b8562f4d2da4fbe14158bada66e2b7237b9cbdf,1,0,0,1
56,template_v2,Stories/Story_u10a9.xml,u10a9,54,u10a9_P0054,01 本文,「いつもすまないね。有難う。何か軽めのもので・・・」,ac567926bfa589ff3e4429792372890a5718b59a008ccdbfd445d412ae48e418,1,0,0,1
57,template_v2,Stories/Story_u10a9.xml,u10a9,55,u10a9_P0055,01 本文,数日前の会食で、米倉から、『事業をよりよく理解するために、部長以上と1 on 1で面談したい』と言われたため、寺田社長と西郷は、面談者リストを作成し、それを米倉に渡しておいた。,41c9fda814575e1fc1d2187551f44cbec1648a9acf1f2064588d7c122eafe406,1,0,0,1
58,template_v2,Stories/Story_u10a9.xml,u10a9,56,u10a9_P0056,01 本文,その後、米倉から、『せっかくの機会なので、多少、若手の社員にも会いたい』との連絡が寺田社長に入った。寺田社長は、その真意を聞こうと思い、夕べ、取引先との忘年会のあと、すでに遅い時間になっていたが、米倉と会って少し話をした。,e32dd004764eba1942cf49f34909147e8096a26730b7357124710495614f2ea6,1,0,0,1
59,template_v2,Stories/Story_u10a9.xml,u10a9,57,u10a9_P0057,01 本文,弁当を食べながら、西郷が新たなリストをみている。「すごい数に膨れ上がりましたね。部長以上って言っていませんでしたっけ。若手も入っていますね」,d46e6fbf3e633dfbc0867c1e1a86b82510b585fdcfd58506b8983c723278d6d9,1,0,0,1
60,template_v2,Stories/Story_u10a9.xml,u10a9,58,u10a9_P0058,01 本文,「うん。あのときは、部長以上の話を聞けば、事業運営の実態がわかると思っていたようだ。その後、『工場にしても、営業部門にしても、部長よりもその下の層のほうが、実態をよくわかっているかもしれないから、その下の層からも話を聞きたい』と言い出してね」,9fdd0ce3331e364f14672a3fe4637a9d15bb274bae7e994c9421684d6bd345a1,1,0,0,1
61,template_v2,Stories/Story_u10a9.xml,u10a9,59,u10a9_P0059,01 本文,「・・・確かに・・・拠点によっては、そういう状況になっているところもありますが・・・」,dbe1a640aae46ee9aede6ee3a9e6b5070c2bb9bc6300a7869d10aa2928624645,1,0,0,1
